1;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_50_0;2;
2;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_50_1;2;
3;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_50_2;2;
4;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_50_3;2;
5;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_50_4;2;
6;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_100_0;2;
7;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_100_1;2;
8;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_100_2;2;
9;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_100_3;2;
10;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_100_4;2;
11;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_150_0;2;
12;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_150_1;2;
13;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_150_2;2;
14;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_150_3;2;
15;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_150_4;2;
16;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_200_0;2;
17;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_200_1;2;
18;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_200_2;2;
19;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_200_3;2;
20;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_200_4;2;
21;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_250_0;2;
22;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_250_1;2;
23;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_250_2;2;
24;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_250_3;2;
25;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_250_4;2;
26;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_300_0;2;
27;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_300_1;2;
28;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_300_2;2;
29;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_300_3;2;
30;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_300_4;2;
31;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_350_0;2;
32;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_350_1;2;
33;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_350_2;2;
34;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_350_3;2;
35;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_350_4;2;
36;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_400_0;2;
37;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_400_1;2;
38;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_400_2;2;
39;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_400_3;2;
40;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_400_4;2;
41;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_450_0;2;
42;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_450_1;2;
43;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_450_2;2;
44;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_450_3;2;
45;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_450_4;2;
46;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_500_0;2;
47;pairwise.py;exp_all_wgt_large;graph_WS_500_1_L_500_1;2;
