1;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_50_0;2;2;
2;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_50_1;2;2;
3;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_50_2;2;2;
4;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_50_3;2;2;
5;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_50_4;2;2;
6;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_100_0;2;2;
7;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_100_1;2;2;
8;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_100_2;2;2;
9;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_100_3;2;2;
10;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_100_4;2;2;
11;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_150_0;2;2;
12;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_150_1;2;2;
13;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_150_2;2;2;
14;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_150_3;2;2;
15;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_150_4;2;2;
16;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_200_0;2;2;
17;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_200_1;2;2;
18;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_200_2;2;2;
19;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_200_3;2;2;
20;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_200_4;2;2;
21;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_250_0;2;2;
22;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_250_1;2;2;
23;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_250_2;2;2;
24;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_250_3;2;2;
25;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_250_4;2;2;
26;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_300_0;2;2;
27;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_300_1;2;2;
28;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_300_2;2;2;
29;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_300_3;2;2;
30;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_300_4;2;2;
31;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_350_0;2;2;
32;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_350_1;2;2;
33;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_350_2;2;2;
34;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_350_3;2;2;
35;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_350_4;2;2;
36;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_400_0;2;2;
37;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_400_1;2;2;
38;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_400_2;2;2;
39;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_400_3;2;2;
40;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_400_4;2;2;
41;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_450_0;2;2;
42;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_450_1;2;2;
43;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_450_2;2;2;
44;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_450_3;2;2;
45;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_450_4;2;2;
46;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_500_0;2;2;
47;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_500_1;2;2;
48;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_500_2;2;2;
49;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_500_3;2;2;
50;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_L_500_4;2;2;
51;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_50_0;2;2;
52;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_50_1;2;2;
53;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_50_2;2;2;
54;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_50_3;2;2;
55;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_50_4;2;2;
56;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_100_0;2;2;
57;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_100_1;2;2;
58;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_100_2;2;2;
59;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_100_3;2;2;
60;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_100_4;2;2;
61;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_150_0;2;2;
62;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_150_1;2;2;
63;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_150_2;2;2;
64;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_150_3;2;2;
65;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_150_4;2;2;
66;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_200_0;2;2;
67;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_200_1;2;2;
68;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_200_2;2;2;
69;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_200_3;2;2;
70;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_200_4;2;2;
71;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_250_0;2;2;
72;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_250_1;2;2;
73;pairwise_d.py;exp_all_wgt_large;graph_WS_500_1_E_250_2;2;2;
